rank,Youtuber,subscribers,video views,category,uploads,Country,Abbreviation,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,Gross tertiary education enrollment (%),Population,Unemployment rate,Urban_population,created_on
600,Disney Junior,16100000,15812009296,Entertainment,4045,United States,US,66800.0,1100000.0,801400.0,12800000.0,88.2,328239523.0,14.7,270663028.0,2008-04-22
601,La Rosa de Guadalupe,16100000,9642146451,Entertainment,0,Mexico,MX,0.0,0.0,470586.4440707965,7544165.480309734,40.2,126014024.0,3.42,102626859.0,2008-09-03
602,sagar kalra (Shorts),16000000,6543629679,People & Blogs,453,India,IN,18500.0,296200.0,222200.0,3600000.0,28.1,1366417754.0,5.36,471031528.0,2017-06-30
603,wifistudy,16000000,3018032423,Education,52144,India,IN,3600.0,57100.0,42900.0,685800.0,28.1,1366417754.0,5.36,471031528.0,2014-07-26
604,Antrax,16000000,3029872908,Gaming,687,Mexico,MX,1200.0,18800.0,14100.0,225500.0,40.2,126014024.0,3.42,102626859.0,2015-05-25
605,Enes Batur,16000000,9786595271,Gaming,4300,Turkey,TR,0.0,0.0,200995.47880434783,3224177.3629347826,23.9,83429615.0,13.49,63097818.0,2007-03-04
606,Totoy kids - Espaï¿½ï,16000000,5997599089,Film & Animation,344,Mexico,MX,28100.0,449600.0,337200.0,5400000.0,40.2,126014024.0,3.42,102626859.0,2017-09-07
608,DopeLyrics,15900000,9962188084,Music,2035,United States,US,2500.0,39700.0,29700.0,475900.0,88.2,328239523.0,14.7,270663028.0,2016-06-09
609,jeffreestar,15900000,2609358468,Howto & Style,433,United States,US,502.0,8000.0,149840.43243243243,96300.0,88.2,328239523.0,14.7,270663028.0,2006-02-14
610,Lyna,15900000,6534326412,Gaming,4906,Argentina,AR,16000.0,256300.0,192300.0,3100000.0,99.0,46005799.0,6.81,42696478.0,2014-09-08
611,MK MUSIC,15900000,9198986881,Music,5105,Brazil,BR,34100.0,545600.0,409200.0,6500000.0,51.3,212559417.0,12.08,183241641.0,2010-01-18
612,Unspeakable,15900000,9052367553,Gaming,796,United States,US,41200.0,659600.0,494700.0,7900000.0,88.2,328239523.0,14.7,270663028.0,2016-05-01
613,Camilo,15900000,6802382479,Music,132,Colombia,CO,15000.0,239600.0,179700.0,2900000.0,55.3,50339443.0,9.71,40827302.0,2010-07-29
614,Dear Sir,15800000,1349288771,Education,633,India,IN,6000.0,96200.0,72200.0,1200000.0,28.1,1366417754.0,5.36,471031528.0,2016-12-13
615,Narendra Modi,15800000,3392918989,News & Politics,20679,India,IN,46500.0,743900.0,557900.0,8900000.0,28.1,1366417754.0,5.36,471031528.0,2007-10-26
616,Arif muhammad,15800000,4122634467,People & Blogs,542,Indonesia,ID,18000.0,287500.0,215600.0,3400000.0,36.3,270203917.0,4.69,151509724.0,2017-01-18
617,Rotten Tomatoes Trailers,15800000,13116313599,Film & Animation,10441,United States,US,6400.0,103000.0,77200.0,1200000.0,88.2,328239523.0,14.7,270663028.0,2011-04-01
618,Volga Video,15700000,9787697838,Film & Animation,16874,India,IN,12800.0,205300.0,153900.0,2500000.0,28.1,1366417754.0,5.36,471031528.0,2012-03-23
619,DM - Desi Melodies,15700000,5914071870,Music,79,India,IN,35500.0,567400.0,425500.0,6800000.0,28.1,1366417754.0,5.36,471031528.0,2017-07-08
621,Team Films Bhojpuri,15700000,6626563508,Music,19703,India,IN,7700.0,123000.0,92200.0,1500000.0,28.1,1366417754.0,5.36,471031528.0,2014-07-18
622,Zee Music Classic,15700000,5558051295,Music,1640,India,IN,21600.0,345800.0,259300.0,4100000.0,28.1,1366417754.0,5.36,471031528.0,2014-05-20
623,Prime Video India,15700000,8696631898,Entertainment,7090,United States,US,83800.0,1300000.0,1000000.0,16100000.0,88.2,328239523.0,14.7,270663028.0,2016-10-03
624,Caeli YT,15600000,1511794214,Entertainment,483,Mexico,MX,0.0,0.0,470586.4440707965,7544165.480309734,40.2,126014024.0,3.42,102626859.0,2010-09-22
625,Kuplinov ,15600000,6862529416,Gaming,6623,Russia,RU,24700.0,394600.0,296000.0,4700000.0,98.6,144373535.0,4.59,107683889.0,2012-12-23
626,Linus Tech Tips,15600000,7172386509,Science & Technology,6542,Canada,CA,22100.0,352900.0,264700.0,4200000.0,68.9,36991981.0,5.56,30628482.0,2008-11-25
627,Juliana Baltar,15600000,3869457097,Entertainment,2019,Brazil,BR,14100.0,224900.0,168700.0,2700000.0,51.3,212559417.0,12.08,183241641.0,2010-05-09
628,5-Minute Crafts FAMILY,15600000,6165757696,People & Blogs,4245,United States,US,6800.0,109500.0,82100.0,1300000.0,88.2,328239523.0,14.7,270663028.0,2018-12-13
629,Blippi Espaï¿½ï,15500000,8984089026,People & Blogs,598,Mexico,MX,22500.0,360000.0,270000.0,4300000.0,40.2,126014024.0,3.42,102626859.0,2017-01-13
630,Super Senya,15500000,5070970714,Entertainment,0,United States,US,0.0,0.0,470586.4440707965,7544165.480309734,88.2,328239523.0,14.7,270663028.0,2017-07-27
631,Katakit Baby TV,15500000,6386271870,Music,220,Saudi Arabia,SA,22700.0,363700.0,272700.0,4400000.0,68.0,34268528.0,5.93,28807838.0,2010-07-26
632,Infobells Bangla,15500000,7776706184,Education,359,India,IN,42000.0,671600.0,503700.0,8100000.0,28.1,1366417754.0,5.36,471031528.0,2016-06-13
634,Henrique e Juliano,15500000,14619523361,Music,325,Brazil,BR,40900.0,654700.0,491000.0,7900000.0,51.3,212559417.0,12.08,183241641.0,2009-06-27
635,Mr DegrEE,15500000,12880388253,Science & Technology,0,United States,US,0.0,0.0,151542.70588235295,2415471.705882353,88.2,328239523.0,14.7,270663028.0,2016-03-02
636,Kashvi Adlakha,15500000,12714141740,Entertainment,1525,India,IN,34800.0,556500.0,417400.0,6700000.0,28.1,1366417754.0,5.36,471031528.0,2017-04-09
637,Talking Tom & Friends,15500000,6396049701,Entertainment,417,United States,US,6800.0,109500.0,82100.0,1300000.0,88.2,328239523.0,14.7,270663028.0,2010-10-14
639,Harsh Beniwal,15400000,1781226000,Comedy,165,India,IN,7000.0,111900.0,83900.0,1300000.0,28.1,1366417754.0,5.36,471031528.0,2015-05-06
640,FFUNTV,15400000,11513738907,Gaming,379,United Arab Emirates,AE,20000.0,320700.0,240500.0,3800000.0,36.8,9770529.0,2.35,8479744.0,2018-07-18
641,Mobile Legends: Bang Bang,15400000,1543608082,Gaming,1647,United States,US,13800.0,221500.0,166100.0,2700000.0,88.2,328239523.0,14.7,270663028.0,2016-07-14
642,Roman Atwood Vlogs,15400000,5469103954,People & Blogs,1756,United States,US,396.0,6300.0,433486.4187704918,76000.0,88.2,328239523.0,14.7,270663028.0,2013-08-12
643,Mrwhosetheboss,15400000,3736069980,Science & Technology,1577,United Kingdom,GB,41900.0,670800.0,503100.0,8000000.0,60.0,66834405.0,3.85,55908316.0,2011-04-20
644,Genierock,15400000,14564170905,Music,1725,Thailand,TH,20700.0,331200.0,248400.0,4000000.0,49.3,69625582.0,0.75,35294600.0,2008-03-09
645,zayn,15400000,4909687948,Music,21,United States,US,9200.0,147200.0,110400.0,1800000.0,88.2,328239523.0,14.7,270663028.0,2016-01-26
646,Kerajinan 5-Menit,15400000,4750420071,People & Blogs,4186,Indonesia,ID,4900.0,79000.0,59200.0,947500.0,36.3,270203917.0,4.69,151509724.0,2018-11-21
647,FC Barcelona,15300000,2656528205,Sports,10988,Spain,ES,21200.0,339500.0,254600.0,4100000.0,88.9,47076781.0,13.96,37927409.0,2006-02-06
648,Dave and Ava - Nursery Rhymes and Baby Songs,15300000,10714145606,Education,851,United States,US,19300.0,308200.0,231200.0,3700000.0,88.2,328239523.0,14.7,270663028.0,2014-12-04
649,LOKESH GAMER,15300000,1640078055,Gaming,1397,India,IN,1500.0,23700.0,17800.0,284200.0,28.1,1366417754.0,5.36,471031528.0,2017-11-16
650,ILYA BORZOV,15300000,9938811455,People & Blogs,2175,Russia,RU,118900.0,1900000.0,1400000.0,22800000.0,98.6,144373535.0,4.59,107683889.0,2021-04-01
651,Mazhavil Manorama,15300000,16545966132,Entertainment,87864,India,IN,90400.0,1400000.0,1100000.0,17400000.0,28.1,1366417754.0,5.36,471031528.0,2011-10-31
653,The MriDul,15200000,4503880875,Comedy,106,India,IN,24600.0,393300.0,295000.0,4700000.0,28.1,1366417754.0,5.36,471031528.0,2015-03-14
654,Niana Guerrero,15200000,1491452935,Entertainment,443,Philippines,PH,2500.0,39900.0,29900.0,479000.0,35.5,108116615.0,2.15,50975903.0,2013-04-11
655,SRK MUSIC,15200000,6391679636,Music,5056,India,IN,14500.0,231200.0,173400.0,2800000.0,28.1,1366417754.0,5.36,471031528.0,2012-03-16
656,Sony LIV,15200000,7151683497,Entertainment,11099,India,IN,52700.0,843600.0,632700.0,10100000.0,28.1,1366417754.0,5.36,471031528.0,2014-05-02
657,T-Series Hamaar Bhojpuri,15200000,7564652648,Entertainment,9862,India,IN,26500.0,423900.0,317900.0,5100000.0,28.1,1366417754.0,5.36,471031528.0,2011-11-01
658,Oyuncak Avï¿,15200000,8333387785,Entertainment,654,Turkey,TR,1100.0,17700.0,13300.0,212500.0,23.9,83429615.0,13.49,63097818.0,2014-12-29
659,CNN,15200000,14198154095,News & Politics,160405,United States,US,46800.0,748000.0,561000.0,9000000.0,88.2,328239523.0,14.7,270663028.0,2005-10-02
660,NDTV India,15200000,6624168155,News & Politics,91704,India,IN,12400.0,198600.0,149000.0,2400000.0,28.1,1366417754.0,5.36,471031528.0,2008-01-19
661,It's Mamix,15100000,1777072487,People & Blogs,210,United States,US,4000.0,63900.0,48000.0,767200.0,88.2,328239523.0,14.7,270663028.0,2017-02-01
662,Kim Loaiza,15100000,1576633086,Music,18,Mexico,MX,6500.0,104200.0,78200.0,1300000.0,40.2,126014024.0,3.42,102626859.0,2019-01-18
663,Daftar Populer,15100000,2143140898,Education,3810,Indonesia,ID,4300.0,68900.0,51700.0,827100.0,36.3,270203917.0,4.69,151509724.0,2017-01-16
665,Ranz Kyle,15100000,1760131384,People & Blogs,533,Philippines,PH,3100.0,49500.0,37100.0,594000.0,35.5,108116615.0,2.15,50975903.0,2008-04-27
666,PowerfulJRE,15100000,3060202847,People & Blogs,1037,United States,US,10900.0,173600.0,130200.0,2100000.0,88.2,328239523.0,14.7,270663028.0,2013-01-12
667,Mariale,15100000,2761547758,Howto & Style,2618,United States,US,3000.0,47800.0,35900.0,573900.0,88.2,328239523.0,14.7,270663028.0,2010-01-06
668,Makiman131,15100000,4236036141,Gaming,2997,Spain,ES,1500.0,23900.0,17900.0,286600.0,88.9,47076781.0,13.96,37927409.0,2013-02-12
669,Hongyu ASMR ,15100000,4967784343,People & Blogs,1,South Korea,KR,0.0,0.0,433486.4187704918,6928129.773770492,94.3,51709098.0,4.15,42106719.0,2021-03-16
670,Mohamed Ramadan,15100000,5324913850,People & Blogs,753,Egypt,EG,11500.0,184200.0,138200.0,2200000.0,35.2,100388073.0,10.76,42895824.0,2014-10-31
671,EdisonPts,15100000,6668507856,Gaming,3733,Russia,RU,23900.0,382400.0,286800.0,4600000.0,98.6,144373535.0,4.59,107683889.0,2013-06-24
672,BIGBANG,15100000,7857371770,Music,776,South Korea,KR,10200.0,163200.0,122400.0,2000000.0,94.3,51709098.0,4.15,42106719.0,2005-10-10
673,Rubï,15100000,9477021288,Comedy,921,Argentina,AR,128100.0,2000000.0,1500000.0,24600000.0,99.0,46005799.0,6.81,42696478.0,2016-08-02
674,ABS-CBN News,15100000,10489367372,News & Politics,209520,Philippines,PH,45400.0,726600.0,544900.0,8700000.0,35.5,108116615.0,2.15,50975903.0,2009-10-22
675,Chapitosiki,15100000,13897932103,Entertainment,2717,Russia,RU,178400.0,2900000.0,2100000.0,34200000.0,98.6,144373535.0,4.59,107683889.0,2020-01-24
676,AdeleVEVO,15100000,12413869881,Music,52,United Kingdom,GB,21200.0,339000.0,254300.0,4100000.0,60.0,66834405.0,3.85,55908316.0,2009-10-15
677,MoreAliA,15000000,4352427049,Gaming,2324,United Kingdom,GB,62700.0,1000000.0,753000.0,12000000.0,60.0,66834405.0,3.85,55908316.0,2013-05-06
678,Chetan Monga Vlogs,15000000,9924103188,People & Blogs,899,India,IN,28400.0,454300.0,340700.0,5500000.0,28.1,1366417754.0,5.36,471031528.0,2014-08-17
679,Little Angel ,15000000,8897705695,Entertainment,795,Brazil,BR,36400.0,581900.0,436400.0,7000000.0,51.3,212559417.0,12.08,183241641.0,2018-01-26
680,League of Legends,15000000,7159750970,Gaming,1362,United States,US,10800.0,172500.0,129400.0,2100000.0,88.2,328239523.0,14.7,270663028.0,2009-02-09
681,TheRichest,15000000,2730879024,Education,1340,United States,US,0.0,0.0,518046.6684444444,8302168.911111111,88.2,328239523.0,14.7,270663028.0,2006-05-25
682,XpressTV,15000000,4008801873,Entertainment,724,Mexico,MX,8500.0,135500.0,101600.0,1600000.0,40.2,126014024.0,3.42,102626859.0,2014-11-17
683,PlayStation,15000000,4741434420,Gaming,20292,United States,US,10400.0,167200.0,125400.0,2000000.0,88.2,328239523.0,14.7,270663028.0,2005-12-16
684,Kwebbelkop,15000000,6889304306,Gaming,5198,United States,US,7400.0,118900.0,89200.0,1400000.0,88.2,328239523.0,14.7,270663028.0,2008-04-02
685,Republic Bharat,15000000,7536093065,News & Politics,206,India,IN,0.25,4.0,483680.6923076923,7707752.655769231,28.1,1366417754.0,5.36,471031528.0,2018-08-16
686,THE BROWN SIBLINGS,15000000,8658553456,Entertainment,965,India,IN,25600.0,409400.0,307100.0,4900000.0,28.1,1366417754.0,5.36,471031528.0,2016-10-09
687,Sony Music South,15000000,9978734160,Music,2726,India,IN,60500.0,968700.0,726600.0,11600000.0,28.1,1366417754.0,5.36,471031528.0,2014-08-06
688,BigSchool,15000000,9996133066,Gaming,68,United States,US,0.0,0.0,200995.47880434783,3224177.3629347826,88.2,328239523.0,14.7,270663028.0,2020-12-02
689,Ray William Johnson,15000000,10239836582,Entertainment,1803,United States,US,78200.0,1300000.0,938600.0,15000000.0,88.2,328239523.0,14.7,270663028.0,2008-05-26
690,KOMPASTV,15000000,11827310821,News & Politics,269050,Indonesia,ID,28300.0,452300.0,339200.0,5400000.0,36.3,270203917.0,4.69,151509724.0,2013-08-23
691,ISSEI ,15000000,13562853889,Comedy,1788,Japan,JP,70600.0,1100000.0,847100.0,13600000.0,63.2,126226568.0,2.29,115782416.0,2014-07-23
692,Zï,15000000,11506702632,Music,340,Brazil,BR,45700.0,731500.0,548600.0,8800000.0,51.3,212559417.0,12.08,183241641.0,2012-04-03
693,A2 Motivation by Arvind Arora,15000000,8932038210,Entertainment,3168,India,IN,32700.0,522900.0,392200.0,6300000.0,28.1,1366417754.0,5.36,471031528.0,2017-04-07
694,50 Cent,14900000,10069000444,Music,419,United States,US,30000.0,479200.0,359400.0,5800000.0,88.2,328239523.0,14.7,270663028.0,2007-02-08
695,MNCTV OFFICIAL,14900000,8074260978,Entertainment,66362,Indonesia,ID,10900.0,174300.0,130700.0,2100000.0,36.3,270203917.0,4.69,151509724.0,2012-11-29
696,ERB,14900000,4033400167,Entertainment,86,United States,US,2800.0,44200.0,33100.0,530100.0,88.2,328239523.0,14.7,270663028.0,2006-02-08
697,melanie martinez,14900000,4395184343,Music,127,United States,US,14100.0,225400.0,169100.0,2700000.0,88.2,328239523.0,14.7,270663028.0,2007-11-03
698,iTownGamePlay *Terror&Diversiï,14900000,4977284539,Entertainment,8420,Spain,ES,3500.0,55400.0,41600.0,665200.0,88.9,47076781.0,13.96,37927409.0,2012-02-15
699,Thai Ch8,14900000,5549770244,Entertainment,27944,Thailand,TH,12400.0,198200.0,148700.0,2400000.0,49.3,69625582.0,0.75,35294600.0,2011-10-17
700,ZutiGang,14900000,15913320995,People & Blogs,1363,United States,US,86700.0,1400000.0,1000000.0,16600000.0,88.2,328239523.0,14.7,270663028.0,2021-03-05
702,TazerCraft,14900000,5956193599,Gaming,4175,Brazil,BR,9900.0,159100.0,119300.0,1900000.0,51.3,212559417.0,12.08,183241641.0,2011-07-13
703,Bayashi TV,14900000,8615618825,Entertainment,93,Japan,JP,0.62,10.0,470586.4440707965,7544165.480309734,63.2,126226568.0,2.29,115782416.0,2012-11-19
704,Fueled By Ramen,14800000,13356517783,Music,1210,United States,US,15300.0,244800.0,183600.0,2900000.0,88.2,328239523.0,14.7,270663028.0,2006-06-09
705,CrashCourse,14800000,1833519700,Education,1481,United States,US,1800.0,28700.0,21500.0,344500.0,88.2,328239523.0,14.7,270663028.0,2006-05-20
706,MattyBRaps,14800000,3587576784,Music,195,United States,US,5700.0,91900.0,68900.0,1100000.0,88.2,328239523.0,14.7,270663028.0,2010-05-31
707,Lachlan,14800000,5269059435,Gaming,3834,Australia,AU,5300.0,84300.0,63200.0,1000000.0,113.1,25766605.0,5.27,21844756.0,2013-03-19
709,Meghan Trainor,14800000,8649303688,People & Blogs,233,United States,US,12900.0,206600.0,154900.0,2500000.0,88.2,328239523.0,14.7,270663028.0,2008-06-04
710,Jorge & Mateus Oficial,14800000,9076642765,Music,318,Brazil,BR,22000.0,352500.0,264400.0,4200000.0,51.3,212559417.0,12.08,183241641.0,2008-07-29
711,Major Lazer Official,14800000,9383431376,Music,0,United States,US,0.0,0.0,408155.45147959184,6538956.585153062,88.2,328239523.0,14.7,270663028.0,2013-06-14
712,Beast Philanthropy,14800000,272678287,People & Blogs,34,Germany,DE,9.0,152.0,433486.4187704918,6928129.773770492,95.79,84607016.0,5.9,65067459.0,2015-01-31
714,5-Minute Crafts Recycle,14800000,8866012877,People & Blogs,3867,United States,US,13300.0,212700.0,159500.0,2600000.0,88.2,328239523.0,14.7,270663028.0,2019-06-07
716,Maha Fun Tv,14700000,1321380490,Entertainment,85,United States,US,1200.0,19100.0,14300.0,229500.0,88.2,328239523.0,14.7,270663028.0,2017-09-05
717,Canal Nostalgia,14700000,1506796393,Entertainment,554,Spain,ES,57.0,906.0,470586.4440707965,10900.0,88.9,47076781.0,13.96,37927409.0,2010-02-19
718,The Slow Mo Guys,14700000,2465473772,Entertainment,317,United States,US,4700.0,75900.0,56900.0,911000.0,88.2,328239523.0,14.7,270663028.0,2010-08-15
719,StudyIQ IAS,14700000,4029253667,Education,43564,India,IN,18600.0,297900.0,223400.0,3600000.0,28.1,1366417754.0,5.36,471031528.0,2015-06-22
720,Chad Wild Clay,14700000,6751985988,Comedy,698,United States,US,9100.0,145400.0,109000.0,1700000.0,88.2,328239523.0,14.7,270663028.0,2006-03-26
721,CollegeHumor,14700000,7255848125,Comedy,4340,United States,US,0.0,0.0,500966.40579710144,8038623.188405797,88.2,328239523.0,14.7,270663028.0,2006-10-09
722,Netflix Jr.,14700000,8882319696,Education,1996,United States,US,19900.0,317600.0,238200.0,3800000.0,88.2,328239523.0,14.7,270663028.0,2012-01-28
723,Colors Rishtey,14700000,12362331529,Entertainment,23490,India,IN,86900.0,1400000.0,1000000.0,16700000.0,28.1,1366417754.0,5.36,471031528.0,2013-11-28
724,ABC News,14700000,12961669452,News & Politics,80830,United States,US,46400.0,742800.0,557100.0,8900000.0,88.2,328239523.0,14.7,270663028.0,2006-08-07
725,Camila Loures,14700000,4684983333,Music,3978,Brazil,BR,10200.0,163900.0,122900.0,2000000.0,51.3,212559417.0,12.08,183241641.0,2014-05-27
726,Doc Tops,14600000,2613197447,Entertainment,490,Ecuador,EC,4100.0,65600.0,49200.0,787600.0,44.9,17373662.0,3.97,11116711.0,2014-12-29
727,Auron,14600000,3337074920,People & Blogs,961,Spain,ES,15100.0,242300.0,181700.0,2900000.0,88.9,47076781.0,13.96,37927409.0,2013-12-12
728,Jesser,14600000,3603556207,Gaming,1244,United States,US,23100.0,370400.0,277800.0,4400000.0,88.2,328239523.0,14.7,270663028.0,2012-07-09
729,Planeta das Gï,14600000,4622581344,People & Blogs,951,Brazil,BR,2600.0,42200.0,31600.0,506300.0,51.3,212559417.0,12.08,183241641.0,2015-11-21
730,PrestonPlayz,14600000,5766647017,Gaming,4009,United States,US,37900.0,606800.0,455100.0,7300000.0,88.2,328239523.0,14.7,270663028.0,2012-07-04
731,Martin Garrix,14600000,6017932195,Music,365,United States,US,8900.0,142100.0,106600.0,1700000.0,88.2,328239523.0,14.7,270663028.0,2011-01-15
732,O Reino Infantil,14600000,11182302317,Music,1206,Brazil,BR,27500.0,439500.0,329600.0,5300000.0,51.3,212559417.0,12.08,183241641.0,2014-08-19
733,Fifth Harmony,14600000,7952268926,Music,67,United States,US,9400.0,150500.0,112900.0,1800000.0,88.2,328239523.0,14.7,270663028.0,2013-02-21
734,Mis Pastelitos,14600000,2750902766,Howto & Style,603,Mexico,MX,12700.0,202700.0,152000.0,2400000.0,40.2,126014024.0,3.42,102626859.0,2014-06-24
735,Noman Official,14600000,5525773746,Comedy,560,India,IN,34800.0,556500.0,417300.0,6700000.0,28.1,1366417754.0,5.36,471031528.0,2019-10-28
736,LEGENDA FUNK,14500000,2440718089,Music,0,Brazil,BR,0.0,0.0,408155.45147959184,6538956.585153062,51.3,212559417.0,12.08,183241641.0,2000-01-01
737,Like Nastya Stories,14500000,6944967581,Entertainment,479,United States,US,7500.0,119800.0,89800.0,1400000.0,88.2,328239523.0,14.7,270663028.0,2019-09-09
738,les boys tv2,14500000,4577292740,Entertainment,453,United States,US,112.0,1800.0,470586.4440707965,21600.0,88.2,328239523.0,14.7,270663028.0,2017-02-07
740,IDEIAS INCRï¿½ï¿½,14500000,3551889957,Howto & Style,5430,Brazil,BR,709.0,11400.0,149840.43243243243,136200.0,51.3,212559417.0,12.08,183241641.0,2017-10-30
741,Reaction Time,14500000,4260187928,Entertainment,1717,United States,US,2500.0,39600.0,29700.0,475700.0,88.2,328239523.0,14.7,270663028.0,2015-04-25
742,BBC News,14500000,4598387043,News & Politics,18972,United Kingdom,GB,16600.0,265100.0,198800.0,3200000.0,60.0,66834405.0,3.85,55908316.0,2006-04-08
745,Aadishakti Films,14500000,6290721701,Music,4790,India,IN,12100.0,193800.0,145300.0,2300000.0,28.1,1366417754.0,5.36,471031528.0,2016-10-28
746,Telemundo,14500000,8582696157,Entertainment,19201,United States,US,12100.0,193100.0,144900.0,2300000.0,88.2,328239523.0,14.7,270663028.0,2007-01-03
747,GMM25Thailand,14500000,9383692066,Entertainment,68606,Thailand,TH,11400.0,182500.0,136900.0,2200000.0,49.3,69625582.0,0.75,35294600.0,2011-06-08
748,TV9 Bharatvarsh,14500000,10303519926,People & Blogs,293516,India,IN,104600.0,1700000.0,1300000.0,20100000.0,28.1,1366417754.0,5.36,471031528.0,2018-11-19
749,Maroon5VEVO,14500000,20042571499,Music,147,United States,US,24500.0,392700.0,294600.0,4700000.0,88.2,328239523.0,14.7,270663028.0,2009-05-12
750,Saad Lamjarred,14500000,4315486422,Music,176,Morocco,MA,9400.0,150300.0,112700.0,1800000.0,35.9,36910560.0,9.02,22975026.0,2012-12-22
752,Lilly Singh,14500000,3517662420,Comedy,1064,Canada,CA,1300.0,21300.0,16000.0,255800.0,68.9,36991981.0,5.56,30628482.0,2010-10-29
754,Gyan Gaming,14400000,2224121890,Gaming,3086,India,IN,3500.0,55600.0,41700.0,666800.0,28.1,1366417754.0,5.36,471031528.0,2017-09-01
755,Drawblogs,14400000,1629801448,Entertainment,399,Peru,PE,251.0,4000.0,470586.4440707965,48100.0,70.7,32510453.0,3.31,25390339.0,2014-05-20
756,NOBRU,14400000,351763324,Gaming,4300,Brazil,BR,0.0,0.01,200995.47880434783,3224177.3629347826,51.3,212559417.0,12.08,183241641.0,2006-02-03
758,Cyprien,14400000,3086254545,Comedy,222,France,FR,2900.0,45700.0,34300.0,548000.0,65.6,67059887.0,8.43,54123364.0,2007-02-25
759,Rclbeauty101,14400000,3900312631,Comedy,463,United States,US,2200.0,34500.0,25900.0,414500.0,88.2,328239523.0,14.7,270663028.0,2010-12-14
760,Coke Studio,14400000,4035738731,Music,450,United States,US,889.0,14200.0,10700.0,170700.0,88.2,328239523.0,14.7,270663028.0,2008-06-04
761,Indore Physical Academy,14400000,4156427797,People & Blogs,1838,India,IN,17600.0,281600.0,211200.0,3400000.0,28.1,1366417754.0,5.36,471031528.0,2014-04-19
762,Rosanna Pansino,14400000,4597228794,Howto & Style,1248,United States,US,6700.0,106700.0,80000.0,1300000.0,88.2,328239523.0,14.7,270663028.0,2010-04-08
763,Harry Styles,14400000,5689224452,People & Blogs,0,United States,US,0.0,0.0,433486.4187704918,6928129.773770492,88.2,328239523.0,14.7,270663028.0,2000-01-01
765,RS 1313 SHORTS,14400000,8011977288,Entertainment,5628,India,IN,53200.0,850600.0,637900.0,10200000.0,28.1,1366417754.0,5.36,471031528.0,2020-10-24
766,Zig & Sharko,14400000,9023952946,Film & Animation,978,United States,US,15700.0,250800.0,188100.0,3000000.0,88.2,328239523.0,14.7,270663028.0,2015-05-06
767,SelenaGomezVEVO,14400000,11423792969,Music,186,United States,US,22200.0,354600.0,266000.0,4300000.0,88.2,328239523.0,14.7,270663028.0,2009-11-24
768,ZEE5,14400000,18515587421,Entertainment,101401,India,IN,37400.0,599200.0,449400.0,7200000.0,28.1,1366417754.0,5.36,471031528.0,2018-02-13
769,Super Polina,14300000,4776507159,People & Blogs,576,United States,US,103.0,1700.0,433486.4187704918,19900.0,88.2,328239523.0,14.7,270663028.0,2014-07-08
770,Rebecca Zamolo,14300000,6388439235,Comedy,1115,United States,US,0.0,0.0,500966.40579710144,8038623.188405797,88.2,328239523.0,14.7,270663028.0,2011-08-04
771,Wish 107.5,14200000,6048517979,Music,1823,Philippines,PH,15700.0,250600.0,188000.0,3000000.0,35.5,108116615.0,2.15,50975903.0,2014-07-13
772,Invento na Hora,14200000,4040297006,Film & Animation,1281,Brazil,BR,4800.0,76100.0,57100.0,913400.0,51.3,212559417.0,12.08,183241641.0,2014-10-18
773,SIS vs BRO,14200000,6973932553,Entertainment,60,Ukraine,UA,0.03,0.42,470586.4440707965,7544165.480309734,83.0,37709792.0,8.9,26569220.0,2016-08-03
774,NikkieTutorials,14200000,1778318927,Howto & Style,876,Netherlands,NL,9000.0,143700.0,107800.0,1700000.0,85.0,17332850.0,3.2,15924729.0,2008-06-23
775,TommyInnit,14200000,2084791147,Gaming,342,United Kingdom,GB,13600.0,217200.0,162900.0,2600000.0,60.0,66834405.0,3.85,55908316.0,2015-12-24
776,E-MasterSensei,14200000,3920559552,Gaming,1300,Mexico,MX,11100.0,178300.0,133700.0,2100000.0,40.2,126014024.0,3.42,102626859.0,2016-01-13
777,infobells - Kannada,14200000,6554000320,Education,433,India,IN,35400.0,566800.0,425100.0,6800000.0,28.1,1366417754.0,5.36,471031528.0,2014-03-13
778,Crazy Frog,14200000,7946322061,Music,0,Germany,DE,0.0,0.0,408155.45147959184,6538956.585153062,95.79,84607016.0,5.9,65067459.0,2005-10-02
779,The Dodo,14200000,9964116817,Pets & Animals,8,United States,US,2.0,29.0,608305.5,9575086.5,88.2,328239523.0,14.7,270663028.0,2006-06-14
780,SEVENGERS,14200000,10238593147,Comedy,872,India,IN,92000.0,1500000.0,1100000.0,17700000.0,28.1,1366417754.0,5.36,471031528.0,2018-06-04
781,Zee Bangla,14200000,11428794827,Entertainment,132398,India,IN,15000.0,239700.0,179800.0,2900000.0,28.1,1366417754.0,5.36,471031528.0,2008-02-26
782,DangMattSmith,14200000,3317805543,Entertainment,1724,United States,US,3200.0,51600.0,38700.0,619300.0,88.2,328239523.0,14.7,270663028.0,2011-08-18
783,Neha Kakkar,14100000,2131548711,Music,149,India,IN,6400.0,102400.0,76800.0,1200000.0,28.1,1366417754.0,5.36,471031528.0,2012-10-22
784,#Refugio Mental,14100000,3594936775,Entertainment,846,Brazil,BR,1700.0,27800.0,20800.0,333200.0,51.3,212559417.0,12.08,183241641.0,2013-08-10
